member_full,last_name,first_name,party,state,vote_cast,lis_member_id,members_Id,vote_number
Stabenow (D-MI),Stabenow,Debbie,D,MI,Yea,S284,0,271
Sullivan (R-AK),Sullivan,Dan,R,AK,Yea,S383,0,271
Tester (D-MT),Tester,Jon,D,MT,Yea,S314,0,271
Thune (R-SD),Thune,John,R,SD,Yea,S303,0,271
Tillis (R-NC),Tillis,Thomas,R,NC,Yea,S384,0,271
Toomey (R-PA),Toomey,Pat,R,PA,Nay,S351,0,271
Udall (D-NM),Udall,Tom,D,NM,Yea,S326,0,271
Vitter (R-LA),Vitter,David,R,LA,Nay,S299,0,271
Warner (D-VA),Warner,Mark,D,VA,Yea,S327,0,271
Warren (D-MA),Warren,Elizabeth,D,MA,Yea,S366,0,271
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Yea,S316,0,271
Wicker (R-MS),Wicker,Roger,R,MS,Yea,S318,0,271
Wyden (D-OR),Wyden,Ron,D,OR,Yea,S247,0,271
Alexander (R-TN),Alexander,Lamar,R,TN,Yea,S289,0,270
Ayotte (R-NH),Ayotte,Kelly,R,NH,Nay,S340,0,270
Baldwin (D-WI),Baldwin,Tammy,D,WI,Nay,S354,0,270
Barrasso (R-WY),Barrasso,John,R,WY,Yea,S317,0,270
Bennet (D-CO),Bennet,Michael,D,CO,Nay,S330,0,270
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Nay,S341,0,270
Blunt (R-MO),Blunt,Roy,R,MO,Yea,S342,0,270
Booker (D-NJ),Booker,Cory,D,NJ,Nay,S370,0,270
Boozman (R-AR),Boozman,John,R,AR,Yea,S343,0,270
Boxer (D-CA),Boxer,Barbara,D,CA,Not Voting,S223,0,270
Brown (D-OH),Brown,Sherrod,D,OH,Nay,S307,0,270
Burr (R-NC),Burr,Richard,R,NC,Yea,S300,0,270
Cantwell (D-WA),Cantwell,Maria,D,WA,Nay,S275,0,270
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,270
Cardin (D-MD),Cardin,Ben,D,MD,Nay,S308,0,270
Carper (D-DE),Carper,Thomas,D,DE,Nay,S277,0,270
Casey (D-PA),Casey,Bob,D,PA,Nay,S309,0,270
Cassidy (R-LA),Cassidy,Bill,R,LA,Yea,S373,0,270
Coats (R-IN),Coats,Dan,R,IN,Yea,S212,0,270
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,270
Collins (R-ME),Collins,Susan,R,ME,Nay,S252,0,270
Coons (D-DE),Coons,Christopher,D,DE,Nay,S337,0,270
Corker (R-TN),Corker,Bob,R,TN,Yea,S310,0,270
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,270
Cotton (R-AR),Cotton,Tom,R,AR,Nay,S374,0,270
Crapo (R-ID),Crapo,Mike,R,ID,Yea,S266,0,270
Cruz (R-TX),Cruz,Ted,R,TX,Yea,S355,0,270
Daines (R-MT),Daines,Steve,R,MT,Yea,S375,0,270
Donnelly (D-IN),Donnelly,Joe,D,IN,Nay,S356,0,270
Durbin (D-IL),Durbin,Richard,D,IL,Nay,S253,0,270
Enzi (R-WY),Enzi,Mike,R,WY,Yea,S254,0,270
Ernst (R-IA),Ernst,Joni,R,IA,Yea,S376,0,270
Feinstein (D-CA),Feinstein,Dianne,D,CA,Nay,S221,0,270
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,270
Flake (R-AZ),Flake,Jeff,R,AZ,Yea,S358,0,270
Franken (D-MN),Franken,Al,D,MN,Nay,S332,0,270
Gardner (R-CO),Gardner,Cory,R,CO,Yea,S377,0,270
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Nay,S331,0,270
Graham (R-SC),Graham,Lindsey,R,SC,Yea,S293,0,270
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,270
Hatch (R-UT),Hatch,Orrin,R,UT,Yea,S118,0,270
Heinrich (D-NM),Heinrich,Martin,D,NM,Nay,S359,0,270
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Nay,S360,0,270
Heller (R-NV),Heller,Dean,R,NV,Nay,S352,0,270
Hirono (D-HI),Hirono,Mazie,D,HI,Nay,S361,0,270
Hoeven (R-ND),Hoeven,John,R,ND,Yea,S344,0,270
Inhofe (R-OK),Inhofe,Jim,R,OK,Yea,S236,0,270
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,270
Johnson (R-WI),Johnson,Ron,R,WI,Yea,S345,0,270
Kaine (D-VA),Kaine,Timothy,D,VA,Nay,S362,0,270
King (I-ME),King,Angus,I,ME,Nay,S363,0,270
Kirk (R-IL),Kirk,Mark,R,IL,Nay,S339,0,270
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Nay,S311,0,270
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,270
Leahy (D-VT),Leahy,Patrick,D,VT,Nay,S057,0,270
Lee (R-UT),Lee,Mike,R,UT,Yea,S346,0,270
Manchin (D-WV),Manchin,Joe,D,WV,Yea,S338,0,270
Markey (D-MA),Markey,Edward,D,MA,Nay,S369,0,270
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,270
McCaskill (D-MO),McCaskill,Claire,D,MO,Nay,S312,0,270
McConnell (R-KY),McConnell,Mitch,R,KY,Yea,S174,0,270
Menendez (D-NJ),Menendez,Robert,D,NJ,Nay,S306,0,270
Merkley (D-OR),Merkley,Jeff,D,OR,Nay,S322,0,270
Mikulski (D-MD),Mikulski,Barbara,D,MD,Nay,S182,0,270
Moran (R-KS),Moran,Jerry,R,KS,Yea,S347,0,270
Murkowski (R-AK),Murkowski,Lisa,R,AK,Nay,S288,0,270
Murphy (D-CT),Murphy,Christopher,D,CT,Nay,S364,0,270
Murray (D-WA),Murray,Patty,D,WA,Nay,S229,0,270
Nelson (D-FL),Nelson,Bill,D,FL,Nay,S282,0,270
Paul (R-KY),Paul,Rand,R,KY,Nay,S348,0,270
Perdue (R-GA),Perdue,David,R,GA,Yea,S379,0,270
Peters (D-MI),Peters,Gary,D,MI,Nay,S380,0,270
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,270
Reed (D-RI),Reed,John,D,RI,Nay,S259,0,270
Reid (D-NV),Reid,Harry,D,NV,Nay,S198,0,270
Risch (R-ID),Risch,James,R,ID,Yea,S323,0,270
Roberts (R-KS),Roberts,Pat,R,KS,Yea,S260,0,270
Rounds (R-SD),Rounds,Mike,R,SD,Yea,S381,0,270
Rubio (R-FL),Rubio,Marco,R,FL,Yea,S350,0,270
Sanders (I-VT),Sanders,Bernie,I,VT,Nay,S313,0,270
Sasse (R-NE),Sasse,Ben,R,NE,Nay,S382,0,270
Schatz (D-HI),Schatz,Brian,D,HI,Nay,S353,0,270
Schumer (D-NY),Schumer,Charles,D,NY,Nay,S270,0,270
Scott (R-SC),Scott,Timothy,R,SC,Yea,S365,0,270
Sessions (R-AL),Sessions,Jefferson,R,AL,Yea,S261,0,270
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Nay,S324,0,270
Shelby (R-AL),Shelby,Richard,R,AL,Yea,S184,0,270
Stabenow (D-MI),Stabenow,Debbie,D,MI,Nay,S284,0,270
Sullivan (R-AK),Sullivan,Dan,R,AK,Yea,S383,0,270
Tester (D-MT),Tester,Jon,D,MT,Nay,S314,0,270
Thune (R-SD),Thune,John,R,SD,Yea,S303,0,270
Tillis (R-NC),Tillis,Thomas,R,NC,Yea,S384,0,270
Toomey (R-PA),Toomey,Pat,R,PA,Yea,S351,0,270
Udall (D-NM),Udall,Tom,D,NM,Nay,S326,0,270
Vitter (R-LA),Vitter,David,R,LA,Yea,S299,0,270
Warner (D-VA),Warner,Mark,D,VA,Nay,S327,0,270
Warren (D-MA),Warren,Elizabeth,D,MA,Nay,S366,0,270
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Nay,S316,0,270
Wicker (R-MS),Wicker,Roger,R,MS,Yea,S318,0,270
Wyden (D-OR),Wyden,Ron,D,OR,Nay,S247,0,270
Alexander (R-TN),Alexander,Lamar,R,TN,Yea,S289,0,269
Ayotte (R-NH),Ayotte,Kelly,R,NH,Yea,S340,0,269
Baldwin (D-WI),Baldwin,Tammy,D,WI,Nay,S354,0,269
Barrasso (R-WY),Barrasso,John,R,WY,Yea,S317,0,269
Bennet (D-CO),Bennet,Michael,D,CO,Nay,S330,0,269
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Nay,S341,0,269
Blunt (R-MO),Blunt,Roy,R,MO,Yea,S342,0,269
Booker (D-NJ),Booker,Cory,D,NJ,Nay,S370,0,269
Boozman (R-AR),Boozman,John,R,AR,Yea,S343,0,269
Boxer (D-CA),Boxer,Barbara,D,CA,Not Voting,S223,0,269
Brown (D-OH),Brown,Sherrod,D,OH,Nay,S307,0,269
Burr (R-NC),Burr,Richard,R,NC,Yea,S300,0,269
Cantwell (D-WA),Cantwell,Maria,D,WA,Nay,S275,0,269
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,269
Cardin (D-MD),Cardin,Ben,D,MD,Nay,S308,0,269
Carper (D-DE),Carper,Thomas,D,DE,Nay,S277,0,269
Casey (D-PA),Casey,Bob,D,PA,Nay,S309,0,269
Cassidy (R-LA),Cassidy,Bill,R,LA,Yea,S373,0,269
Coats (R-IN),Coats,Dan,R,IN,Yea,S212,0,269
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,269
Collins (R-ME),Collins,Susan,R,ME,Yea,S252,0,269
Coons (D-DE),Coons,Christopher,D,DE,Nay,S337,0,269
Corker (R-TN),Corker,Bob,R,TN,Yea,S310,0,269
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,269
Cotton (R-AR),Cotton,Tom,R,AR,Yea,S374,0,269
Crapo (R-ID),Crapo,Mike,R,ID,Yea,S266,0,269
Cruz (R-TX),Cruz,Ted,R,TX,Yea,S355,0,269
Daines (R-MT),Daines,Steve,R,MT,Yea,S375,0,269
Donnelly (D-IN),Donnelly,Joe,D,IN,Yea,S356,0,269
Durbin (D-IL),Durbin,Richard,D,IL,Nay,S253,0,269
Enzi (R-WY),Enzi,Mike,R,WY,Yea,S254,0,269
Ernst (R-IA),Ernst,Joni,R,IA,Yea,S376,0,269
Feinstein (D-CA),Feinstein,Dianne,D,CA,Nay,S221,0,269
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,269
Flake (R-AZ),Flake,Jeff,R,AZ,Yea,S358,0,269
Franken (D-MN),Franken,Al,D,MN,Nay,S332,0,269
Gardner (R-CO),Gardner,Cory,R,CO,Yea,S377,0,269
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Nay,S331,0,269
Graham (R-SC),Graham,Lindsey,R,SC,Yea,S293,0,269
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,269
Hatch (R-UT),Hatch,Orrin,R,UT,Yea,S118,0,269
Heinrich (D-NM),Heinrich,Martin,D,NM,Nay,S359,0,269
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Nay,S360,0,269
Heller (R-NV),Heller,Dean,R,NV,Yea,S352,0,269
Hirono (D-HI),Hirono,Mazie,D,HI,Nay,S361,0,269
Hoeven (R-ND),Hoeven,John,R,ND,Yea,S344,0,269
Inhofe (R-OK),Inhofe,Jim,R,OK,Yea,S236,0,269
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,269
Johnson (R-WI),Johnson,Ron,R,WI,Yea,S345,0,269
Kaine (D-VA),Kaine,Timothy,D,VA,Nay,S362,0,269
King (I-ME),King,Angus,I,ME,Nay,S363,0,269
Kirk (R-IL),Kirk,Mark,R,IL,Yea,S339,0,269
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Nay,S311,0,269
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,269
Leahy (D-VT),Leahy,Patrick,D,VT,Nay,S057,0,269
Lee (R-UT),Lee,Mike,R,UT,Yea,S346,0,269
Manchin (D-WV),Manchin,Joe,D,WV,Nay,S338,0,269
Markey (D-MA),Markey,Edward,D,MA,Nay,S369,0,269
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,269
McCaskill (D-MO),McCaskill,Claire,D,MO,Nay,S312,0,269
McConnell (R-KY),McConnell,Mitch,R,KY,Yea,S174,0,269
Menendez (D-NJ),Menendez,Robert,D,NJ,Nay,S306,0,269
Merkley (D-OR),Merkley,Jeff,D,OR,Nay,S322,0,269
Mikulski (D-MD),Mikulski,Barbara,D,MD,Nay,S182,0,269
Moran (R-KS),Moran,Jerry,R,KS,Yea,S347,0,269
Murkowski (R-AK),Murkowski,Lisa,R,AK,Not Voting,S288,0,269
Murphy (D-CT),Murphy,Christopher,D,CT,Nay,S364,0,269
Murray (D-WA),Murray,Patty,D,WA,Not Voting,S229,0,269
Nelson (D-FL),Nelson,Bill,D,FL,Nay,S282,0,269
Paul (R-KY),Paul,Rand,R,KY,Yea,S348,0,269
Perdue (R-GA),Perdue,David,R,GA,Yea,S379,0,269
Peters (D-MI),Peters,Gary,D,MI,Nay,S380,0,269
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,269
Reed (D-RI),Reed,John,D,RI,Nay,S259,0,269
Reid (D-NV),Reid,Harry,D,NV,Nay,S198,0,269
Risch (R-ID),Risch,James,R,ID,Yea,S323,0,269
Roberts (R-KS),Roberts,Pat,R,KS,Yea,S260,0,269
Rounds (R-SD),Rounds,Mike,R,SD,Yea,S381,0,269
Rubio (R-FL),Rubio,Marco,R,FL,Yea,S350,0,269
Sanders (I-VT),Sanders,Bernie,I,VT,Nay,S313,0,269
Sasse (R-NE),Sasse,Ben,R,NE,Yea,S382,0,269
Schatz (D-HI),Schatz,Brian,D,HI,Nay,S353,0,269
Schumer (D-NY),Schumer,Charles,D,NY,Nay,S270,0,269
Scott (R-SC),Scott,Timothy,R,SC,Yea,S365,0,269
Sessions (R-AL),Sessions,Jefferson,R,AL,Yea,S261,0,269
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Nay,S324,0,269
Shelby (R-AL),Shelby,Richard,R,AL,Yea,S184,0,269
Stabenow (D-MI),Stabenow,Debbie,D,MI,Nay,S284,0,269
Sullivan (R-AK),Sullivan,Dan,R,AK,Yea,S383,0,269
Tester (D-MT),Tester,Jon,D,MT,Nay,S314,0,269
Thune (R-SD),Thune,John,R,SD,Yea,S303,0,269
Tillis (R-NC),Tillis,Thomas,R,NC,Yea,S384,0,269
Toomey (R-PA),Toomey,Pat,R,PA,Yea,S351,0,269
Udall (D-NM),Udall,Tom,D,NM,Nay,S326,0,269
Vitter (R-LA),Vitter,David,R,LA,Yea,S299,0,269
Warner (D-VA),Warner,Mark,D,VA,Not Voting,S327,0,269
Warren (D-MA),Warren,Elizabeth,D,MA,Nay,S366,0,269
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Nay,S316,0,269
Wicker (R-MS),Wicker,Roger,R,MS,Yea,S318,0,269
Wyden (D-OR),Wyden,Ron,D,OR,Nay,S247,0,269
Alexander (R-TN),Alexander,Lamar,R,TN,Yea,S289,0,268
Ayotte (R-NH),Ayotte,Kelly,R,NH,Yea,S340,0,268
Baldwin (D-WI),Baldwin,Tammy,D,WI,Nay,S354,0,268
Barrasso (R-WY),Barrasso,John,R,WY,Yea,S317,0,268
Bennet (D-CO),Bennet,Michael,D,CO,Nay,S330,0,268
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Nay,S341,0,268
Blunt (R-MO),Blunt,Roy,R,MO,Yea,S342,0,268
Booker (D-NJ),Booker,Cory,D,NJ,Nay,S370,0,268
Boozman (R-AR),Boozman,John,R,AR,Yea,S343,0,268
Boxer (D-CA),Boxer,Barbara,D,CA,Not Voting,S223,0,268
Brown (D-OH),Brown,Sherrod,D,OH,Nay,S307,0,268
Burr (R-NC),Burr,Richard,R,NC,Yea,S300,0,268
Cantwell (D-WA),Cantwell,Maria,D,WA,Nay,S275,0,268
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,268
Cardin (D-MD),Cardin,Ben,D,MD,Nay,S308,0,268
Carper (D-DE),Carper,Thomas,D,DE,Nay,S277,0,268
Casey (D-PA),Casey,Bob,D,PA,Yea,S309,0,268
Cassidy (R-LA),Cassidy,Bill,R,LA,Yea,S373,0,268
Coats (R-IN),Coats,Dan,R,IN,Yea,S212,0,268
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,268
Collins (R-ME),Collins,Susan,R,ME,Nay,S252,0,268
Coons (D-DE),Coons,Christopher,D,DE,Nay,S337,0,268
Corker (R-TN),Corker,Bob,R,TN,Yea,S310,0,268
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,268
Cotton (R-AR),Cotton,Tom,R,AR,Yea,S374,0,268
Crapo (R-ID),Crapo,Mike,R,ID,Yea,S266,0,268
Cruz (R-TX),Cruz,Ted,R,TX,Yea,S355,0,268
Daines (R-MT),Daines,Steve,R,MT,Yea,S375,0,268
Donnelly (D-IN),Donnelly,Joe,D,IN,Yea,S356,0,268
Durbin (D-IL),Durbin,Richard,D,IL,Nay,S253,0,268
Enzi (R-WY),Enzi,Mike,R,WY,Yea,S254,0,268
Ernst (R-IA),Ernst,Joni,R,IA,Yea,S376,0,268
Feinstein (D-CA),Feinstein,Dianne,D,CA,Nay,S221,0,268
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,268
Flake (R-AZ),Flake,Jeff,R,AZ,Yea,S358,0,268
Franken (D-MN),Franken,Al,D,MN,Nay,S332,0,268
Gardner (R-CO),Gardner,Cory,R,CO,Yea,S377,0,268
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Nay,S331,0,268
Graham (R-SC),Graham,Lindsey,R,SC,Yea,S293,0,268
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,268
Hatch (R-UT),Hatch,Orrin,R,UT,Yea,S118,0,268
Heinrich (D-NM),Heinrich,Martin,D,NM,Nay,S359,0,268
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Nay,S360,0,268
Heller (R-NV),Heller,Dean,R,NV,Yea,S352,0,268
Hirono (D-HI),Hirono,Mazie,D,HI,Nay,S361,0,268
Hoeven (R-ND),Hoeven,John,R,ND,Yea,S344,0,268
Inhofe (R-OK),Inhofe,Jim,R,OK,Yea,S236,0,268
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,268
Johnson (R-WI),Johnson,Ron,R,WI,Yea,S345,0,268
Kaine (D-VA),Kaine,Timothy,D,VA,Nay,S362,0,268
King (I-ME),King,Angus,I,ME,Nay,S363,0,268
Kirk (R-IL),Kirk,Mark,R,IL,Nay,S339,0,268
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Nay,S311,0,268
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,268
Leahy (D-VT),Leahy,Patrick,D,VT,Nay,S057,0,268
Lee (R-UT),Lee,Mike,R,UT,Yea,S346,0,268
Manchin (D-WV),Manchin,Joe,D,WV,Yea,S338,0,268
Markey (D-MA),Markey,Edward,D,MA,Nay,S369,0,268
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,268
McCaskill (D-MO),McCaskill,Claire,D,MO,Nay,S312,0,268
McConnell (R-KY),McConnell,Mitch,R,KY,Yea,S174,0,268
Menendez (D-NJ),Menendez,Robert,D,NJ,Nay,S306,0,268
Merkley (D-OR),Merkley,Jeff,D,OR,Nay,S322,0,268
Mikulski (D-MD),Mikulski,Barbara,D,MD,Nay,S182,0,268
Moran (R-KS),Moran,Jerry,R,KS,Yea,S347,0,268
Murkowski (R-AK),Murkowski,Lisa,R,AK,Not Voting,S288,0,268
Murphy (D-CT),Murphy,Christopher,D,CT,Nay,S364,0,268
Murray (D-WA),Murray,Patty,D,WA,Not Voting,S229,0,268
Nelson (D-FL),Nelson,Bill,D,FL,Nay,S282,0,268
Paul (R-KY),Paul,Rand,R,KY,Yea,S348,0,268
Perdue (R-GA),Perdue,David,R,GA,Yea,S379,0,268
Peters (D-MI),Peters,Gary,D,MI,Nay,S380,0,268
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,268
Reed (D-RI),Reed,John,D,RI,Nay,S259,0,268
Reid (D-NV),Reid,Harry,D,NV,Nay,S198,0,268
Risch (R-ID),Risch,James,R,ID,Yea,S323,0,268
Roberts (R-KS),Roberts,Pat,R,KS,Yea,S260,0,268
Rounds (R-SD),Rounds,Mike,R,SD,Yea,S381,0,268
Rubio (R-FL),Rubio,Marco,R,FL,Yea,S350,0,268
Sanders (I-VT),Sanders,Bernie,I,VT,Nay,S313,0,268
Sasse (R-NE),Sasse,Ben,R,NE,Yea,S382,0,268
Schatz (D-HI),Schatz,Brian,D,HI,Nay,S353,0,268
Schumer (D-NY),Schumer,Charles,D,NY,Nay,S270,0,268
Scott (R-SC),Scott,Timothy,R,SC,Yea,S365,0,268
Sessions (R-AL),Sessions,Jefferson,R,AL,Yea,S261,0,268
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Nay,S324,0,268
Shelby (R-AL),Shelby,Richard,R,AL,Yea,S184,0,268
Stabenow (D-MI),Stabenow,Debbie,D,MI,Nay,S284,0,268
Sullivan (R-AK),Sullivan,Dan,R,AK,Yea,S383,0,268
Tester (D-MT),Tester,Jon,D,MT,Nay,S314,0,268
Thune (R-SD),Thune,John,R,SD,Yea,S303,0,268
Tillis (R-NC),Tillis,Thomas,R,NC,Yea,S384,0,268
Toomey (R-PA),Toomey,Pat,R,PA,Yea,S351,0,268
Udall (D-NM),Udall,Tom,D,NM,Nay,S326,0,268
Vitter (R-LA),Vitter,David,R,LA,Yea,S299,0,268
Warner (D-VA),Warner,Mark,D,VA,Not Voting,S327,0,268
Warren (D-MA),Warren,Elizabeth,D,MA,Nay,S366,0,268
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Nay,S316,0,268
Wicker (R-MS),Wicker,Roger,R,MS,Yea,S318,0,268
Wyden (D-OR),Wyden,Ron,D,OR,Nay,S247,0,268
Alexander (R-TN),Alexander,Lamar,R,TN,Yea,S289,0,267
Ayotte (R-NH),Ayotte,Kelly,R,NH,Yea,S340,0,267
Baldwin (D-WI),Baldwin,Tammy,D,WI,Nay,S354,0,267
Barrasso (R-WY),Barrasso,John,R,WY,Yea,S317,0,267
Bennet (D-CO),Bennet,Michael,D,CO,Nay,S330,0,267
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Nay,S341,0,267
Blunt (R-MO),Blunt,Roy,R,MO,Yea,S342,0,267
Booker (D-NJ),Booker,Cory,D,NJ,Nay,S370,0,267
Boozman (R-AR),Boozman,John,R,AR,Yea,S343,0,267
Boxer (D-CA),Boxer,Barbara,D,CA,Nay,S223,0,267
Brown (D-OH),Brown,Sherrod,D,OH,Nay,S307,0,267
Burr (R-NC),Burr,Richard,R,NC,Yea,S300,0,267
Cantwell (D-WA),Cantwell,Maria,D,WA,Nay,S275,0,267
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,267
Cardin (D-MD),Cardin,Ben,D,MD,Yea,S308,0,267
Carper (D-DE),Carper,Thomas,D,DE,Nay,S277,0,267
Casey (D-PA),Casey,Bob,D,PA,Nay,S309,0,267
Cassidy (R-LA),Cassidy,Bill,R,LA,Yea,S373,0,267
Coats (R-IN),Coats,Dan,R,IN,Yea,S212,0,267
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,267
Collins (R-ME),Collins,Susan,R,ME,Yea,S252,0,267
Coons (D-DE),Coons,Christopher,D,DE,Nay,S337,0,267
Corker (R-TN),Corker,Bob,R,TN,Yea,S310,0,267
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,267
Cotton (R-AR),Cotton,Tom,R,AR,Yea,S374,0,267
Crapo (R-ID),Crapo,Mike,R,ID,Yea,S266,0,267
Cruz (R-TX),Cruz,Ted,R,TX,Yea,S355,0,267
Daines (R-MT),Daines,Steve,R,MT,Yea,S375,0,267
Donnelly (D-IN),Donnelly,Joe,D,IN,Nay,S356,0,267
Durbin (D-IL),Durbin,Richard,D,IL,Nay,S253,0,267
Enzi (R-WY),Enzi,Mike,R,WY,Yea,S254,0,267
Ernst (R-IA),Ernst,Joni,R,IA,Yea,S376,0,267
Feinstein (D-CA),Feinstein,Dianne,D,CA,Nay,S221,0,267
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,267
Flake (R-AZ),Flake,Jeff,R,AZ,Yea,S358,0,267
Franken (D-MN),Franken,Al,D,MN,Nay,S332,0,267
Gardner (R-CO),Gardner,Cory,R,CO,Yea,S377,0,267
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Nay,S331,0,267
Graham (R-SC),Graham,Lindsey,R,SC,Yea,S293,0,267
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,267
Hatch (R-UT),Hatch,Orrin,R,UT,Yea,S118,0,267
Heinrich (D-NM),Heinrich,Martin,D,NM,Nay,S359,0,267
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Nay,S360,0,267
Heller (R-NV),Heller,Dean,R,NV,Yea,S352,0,267
Hirono (D-HI),Hirono,Mazie,D,HI,Nay,S361,0,267
Hoeven (R-ND),Hoeven,John,R,ND,Yea,S344,0,267
Inhofe (R-OK),Inhofe,Jim,R,OK,Yea,S236,0,267
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,267
Johnson (R-WI),Johnson,Ron,R,WI,Yea,S345,0,267
Kaine (D-VA),Kaine,Timothy,D,VA,Nay,S362,0,267
King (I-ME),King,Angus,I,ME,Nay,S363,0,267
Kirk (R-IL),Kirk,Mark,R,IL,Yea,S339,0,267
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Nay,S311,0,267
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,267
Leahy (D-VT),Leahy,Patrick,D,VT,Nay,S057,0,267
Lee (R-UT),Lee,Mike,R,UT,Yea,S346,0,267
Manchin (D-WV),Manchin,Joe,D,WV,Yea,S338,0,267
Markey (D-MA),Markey,Edward,D,MA,Nay,S369,0,267
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,267
McCaskill (D-MO),McCaskill,Claire,D,MO,Nay,S312,0,267
McConnell (R-KY),McConnell,Mitch,R,KY,Yea,S174,0,267
Menendez (D-NJ),Menendez,Robert,D,NJ,Yea,S306,0,267
Merkley (D-OR),Merkley,Jeff,D,OR,Nay,S322,0,267
Mikulski (D-MD),Mikulski,Barbara,D,MD,Nay,S182,0,267
Moran (R-KS),Moran,Jerry,R,KS,Yea,S347,0,267
Murkowski (R-AK),Murkowski,Lisa,R,AK,Yea,S288,0,267
Murphy (D-CT),Murphy,Christopher,D,CT,Nay,S364,0,267
Murray (D-WA),Murray,Patty,D,WA,Nay,S229,0,267
Nelson (D-FL),Nelson,Bill,D,FL,Nay,S282,0,267
Paul (R-KY),Paul,Rand,R,KY,Not Voting,S348,0,267
Perdue (R-GA),Perdue,David,R,GA,Yea,S379,0,267
Peters (D-MI),Peters,Gary,D,MI,Nay,S380,0,267
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,267
Reed (D-RI),Reed,John,D,RI,Nay,S259,0,267
Reid (D-NV),Reid,Harry,D,NV,Nay,S198,0,267
Risch (R-ID),Risch,James,R,ID,Yea,S323,0,267
Roberts (R-KS),Roberts,Pat,R,KS,Yea,S260,0,267
Rounds (R-SD),Rounds,Mike,R,SD,Yea,S381,0,267
Rubio (R-FL),Rubio,Marco,R,FL,Not Voting,S350,0,267
Sanders (I-VT),Sanders,Bernie,I,VT,Nay,S313,0,267
Sasse (R-NE),Sasse,Ben,R,NE,Yea,S382,0,267
Schatz (D-HI),Schatz,Brian,D,HI,Nay,S353,0,267
Schumer (D-NY),Schumer,Charles,D,NY,Yea,S270,0,267
Scott (R-SC),Scott,Timothy,R,SC,Yea,S365,0,267
